id,intent,text_raw,word_count,intent_display
q_007308,maladies_et_ravageurs,كيف يمكن علاج تساقط ثمار المشمش,6,maladies_et_ravageurs
q_007309,maladies_et_ravageurs,ما هي أعراض مرض البياض الزغبي في القرع,8,maladies_et_ravageurs
q_007310,maladies_et_ravageurs,كيف يمكن مكافحة حشرة المن في الرمان,7,maladies_et_ravageurs
q_007311,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول الحلبة,7,maladies_et_ravageurs
q_007312,maladies_et_ravageurs,كيف يمكن علاج مرض تعفن الجذور في الشمام,8,maladies_et_ravageurs
q_007313,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة البق البنفسجي,7,maladies_et_ravageurs
q_007314,maladies_et_ravageurs,كيف يمكن مكافحة ابن عرس في المزارع,7,maladies_et_ravageurs
q_007315,maladies_et_ravageurs,ما هي الأمراض التي تصيب نبات الجهنمية,7,maladies_et_ravageurs
q_007316,maladies_et_ravageurs,كيف يمكن علاج اصفرار أوراق الياسمين,6,maladies_et_ravageurs
q_007317,maladies_et_ravageurs,ما هي أعراض مرض التبقع البني في الباذنجان,8,maladies_et_ravageurs
q_007318,maladies_et_ravageurs,كيف يمكن مكافحة حشرة المن في التين,7,maladies_et_ravageurs
q_007319,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول اليانسون,7,maladies_et_ravageurs
q_007320,maladies_et_ravageurs,كيف يمكن علاج مرض الذبول في القرع,7,maladies_et_ravageurs
q_007321,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة القراد الأسود,7,maladies_et_ravageurs
q_007322,maladies_et_ravageurs,كيف يمكن مكافحة العناكب الحمراء,5,maladies_et_ravageurs
q_007323,maladies_et_ravageurs,ما هي الأمراض التي تصيب شجرة البابايا,7,maladies_et_ravageurs
q_007324,maladies_et_ravageurs,كيف يمكن علاج بقع زرقاء على أوراق النبات,8,maladies_et_ravageurs
q_007325,maladies_et_ravageurs,ما هي أعراض مرض الصدأ في الثوم,7,maladies_et_ravageurs
q_007326,maladies_et_ravageurs,كيف يمكن مكافحة حشرة الذبابة البيضاء في القرع,8,maladies_et_ravageurs
q_007327,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول الكمون,7,maladies_et_ravageurs
q_007328,maladies_et_ravageurs,كيف يمكن علاج مرض تعفن الساق في القرع,8,maladies_et_ravageurs
q_007329,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة الجندب المهاجر,7,maladies_et_ravageurs
q_007330,maladies_et_ravageurs,كيف يمكن مكافحة النمس في المزارع,6,maladies_et_ravageurs
q_007331,maladies_et_ravageurs,ما هي الأمراض التي تصيب نبات الأقحوان,7,maladies_et_ravageurs
q_007332,maladies_et_ravageurs,كيف يمكن علاج ذبول شتلات القرع,6,maladies_et_ravageurs
q_007333,maladies_et_ravageurs,ما هي أعراض مرض العفن الرمادي في الكوسا,8,maladies_et_ravageurs
q_007334,maladies_et_ravageurs,كيف يمكن مكافحة حشرة الذبابة الخضراء,6,maladies_et_ravageurs
q_007335,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول الكراوية,7,maladies_et_ravageurs
q_007336,maladies_et_ravageurs,كيف يمكن علاج مرض الصدأ في المشمش,7,maladies_et_ravageurs
q_007337,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة البق الوردي,7,maladies_et_ravageurs
q_007338,maladies_et_ravageurs,كيف يمكن مكافحة الثعلب في المزارع,6,maladies_et_ravageurs
q_007339,maladies_et_ravageurs,ما هي الأمراض التي تصيب شجرة الافوكادو,7,maladies_et_ravageurs
q_007340,maladies_et_ravageurs,كيف يمكن علاج تساقط ثمار التفاح,6,maladies_et_ravageurs
q_007341,maladies_et_ravageurs,ما هي أعراض مرض البياض الزغبي في البامية,8,maladies_et_ravageurs
q_007342,maladies_et_ravageurs,كيف يمكن مكافحة حشرة المن في الجوافة,7,maladies_et_ravageurs
q_007343,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول حبة البركة,8,maladies_et_ravageurs
q_007344,maladies_et_ravageurs,كيف يمكن علاج مرض تعفن الجذور في القرع,8,maladies_et_ravageurs
q_007345,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة البق الذهبي,7,maladies_et_ravageurs
q_007346,maladies_et_ravageurs,كيف يمكن مكافحة الذئب في المناطق الريفية,7,maladies_et_ravageurs
q_007347,maladies_et_ravageurs,ما هي الأمراض التي تصيب نبات التوليب,7,maladies_et_ravageurs
q_007348,maladies_et_ravageurs,كيف يمكن علاج اصفرار أوراق الفل,6,maladies_et_ravageurs
q_007349,maladies_et_ravageurs,ما هي أعراض مرض التبقع البني في الكوسا,8,maladies_et_ravageurs
q_007350,maladies_et_ravageurs,كيف يمكن مكافحة حشرة المن في الزيتون,7,maladies_et_ravageurs
q_007351,maladies_et_ravageurs,ما هي الآفات التي تصيب محصول الزعتر,7,maladies_et_ravageurs
q_007352,maladies_et_ravageurs,كيف يمكن علاج مرض الذبول في البامية,7,maladies_et_ravageurs
q_007353,maladies_et_ravageurs,ما هي أعراض الإصابة بحشرة القراد البني,7,maladies_et_ravageurs
q_007354,maladies_et_ravageurs,كيف يمكن مكافحة العناكب السوداء,5,maladies_et_ravageurs
q_007355,maladies_et_ravageurs,هل تبقع السلق مرض فطري؟,5,maladies_et_ravageurs
q_007356,maladies_et_ravageurs,كيف أتعرف على تبقع السلق بالسركسبورا؟,6,maladies_et_ravageurs
q_007357,maladies_et_ravageurs,ما سبب تعفن قاعدة ساق الكرفس مع رائحة؟,8,maladies_et_ravageurs
q_007358,maladies_et_ravageurs,هل تعفن الكرفس بكتيري؟,4,maladies_et_ravageurs
q_007359,maladies_et_ravageurs,كيف أتعرف على العفن الطري في الكرفس؟,7,maladies_et_ravageurs
q_007360,maladies_et_ravageurs,ما سبب وجود بقع بنية على أوراق الكرفس مع اصفرار؟,10,maladies_et_ravageurs
q_007361,maladies_et_ravageurs,هل لفحة أوراق الكرفس فطرية؟,5,maladies_et_ravageurs
q_007362,maladies_et_ravageurs,كيف أتعرف على لفحة الكرفس؟,5,maladies_et_ravageurs
q_007363,maladies_et_ravageurs,ما سبب ظهور بقع حلقية على أوراق البصل الأخضر؟,9,maladies_et_ravageurs
q_007364,maladies_et_ravageurs,هل البقع الحلقية في البصل مرض فطري؟,7,maladies_et_ravageurs
q_007365,maladies_et_ravageurs,كيف أتعرف على تبقع الستيمفيليوم في البصل؟,7,maladies_et_ravageurs
q_007366,maladies_et_ravageurs,ما سبب اصفرار قمم أوراق الثوم ثم جفافها؟,8,maladies_et_ravageurs
q_007367,maladies_et_ravageurs,هل هناك آفة تمتص العصارة في الثوم؟,7,maladies_et_ravageurs
q_007368,maladies_et_ravageurs,كيف أتعرف على حلم الثوم؟,5,maladies_et_ravageurs
q_007369,maladies_et_ravageurs,ما سبب ظهور خطوط صفراء على أوراق الثوم؟,8,maladies_et_ravageurs
q_007370,maladies_et_ravageurs,هل الخطوط الصفراء في الثوم فيروسية؟,6,maladies_et_ravageurs
q_007371,maladies_et_ravageurs,كيف أتعرف على فيروس خطوط الثوم؟,6,maladies_et_ravageurs
q_007372,maladies_et_ravageurs,ما سبب ظهور نتوءات صغيرة على درنات البطاطس؟,8,maladies_et_ravageurs
q_007373,maladies_et_ravageurs,هل النتوءات نتيجة جرب أو حشرات؟,6,maladies_et_ravageurs
q_007374,maladies_et_ravageurs,كيف أتعرف على الجرب الفضي في البطاطس؟,7,maladies_et_ravageurs
q_007375,maladies_et_ravageurs,ما سبب تلون قشرة البطاطس بلون فضي بعد التخزين؟,9,maladies_et_ravageurs
q_007376,maladies_et_ravageurs,هل اللون الفضي يدل على جرب فضي؟,7,maladies_et_ravageurs
q_007377,maladies_et_ravageurs,كيف أتعرف على أمراض البطاطس التخزينية الأخرى؟,7,maladies_et_ravageurs
q_007378,maladies_et_ravageurs,ما سبب وجود بقع داكنة داخل لب البطاطس عند القطع؟,10,maladies_et_ravageurs
q_007379,maladies_et_ravageurs,هل بقع اللب الداكنة مرض أم ضرر تخزين؟,8,maladies_et_ravageurs
q_007380,maladies_et_ravageurs,كيف أميز بين ضرر البرودة ومرض في البطاطس؟,8,maladies_et_ravageurs
q_007381,maladies_et_ravageurs,ما سبب ظهور بقع أرجوانية على أوراق البطاطس في الصباح؟,10,maladies_et_ravageurs
q_007382,maladies_et_ravageurs,هل وجود طبقة زغبية سوداء على السطح السفلي للورقة يدل على فطر؟,12,maladies_et_ravageurs
q_007383,maladies_et_ravageurs,لماذا تظهر بقع صفراء على أوراق الطماطم بشكل خطوط متوازية؟,10,maladies_et_ravageurs
q_007384,maladies_et_ravageurs,هل الخطوط الصفراء على الطماطم قد تكون إصابة فيروسية؟,9,maladies_et_ravageurs
q_007385,maladies_et_ravageurs,ما سبب ظهور تجعد شديد في أوراق الفاصوليا الحديثة؟,9,maladies_et_ravageurs
q_007386,maladies_et_ravageurs,هل تجعد أوراق الفاصوليا مرتبط بمن ناقل للفيروس؟,8,maladies_et_ravageurs
q_007387,maladies_et_ravageurs,كيف أعرف إن كانت إصابة المن بدأت من الحواف أم من القمم؟,12,maladies_et_ravageurs
q_007388,maladies_et_ravageurs,ما سبب ظهور بقع دائرية ذات حلقات متداخلة على أوراق الفلفل؟,11,maladies_et_ravageurs
q_007389,maladies_et_ravageurs,هل الحلقات المتداخلة تشير إلى مرض تبقع حلقي؟,8,maladies_et_ravageurs
q_007390,maladies_et_ravageurs,ما سبب وجود نقاط بيضاء كالحبيبات على أوراق الخيار؟,9,maladies_et_ravageurs
q_007391,maladies_et_ravageurs,هل النقاط البيضاء قد تكون بيض ذبابة بيضاء أو أكاروس؟,10,maladies_et_ravageurs
q_007392,maladies_et_ravageurs,لماذا تتحول أوراق البطيخ إلى لون برونزي ثم تجف؟,9,maladies_et_ravageurs
q_007393,maladies_et_ravageurs,هل اللون البرونزي على البطيخ دليل على أكاروس أو تربس؟,10,maladies_et_ravageurs
q_007394,maladies_et_ravageurs,ما سبب وجود ثقوب صغيرة جدا كالإبر في أوراق الكوسة؟,10,maladies_et_ravageurs
q_007395,maladies_et_ravageurs,هل الثقوب الدقيقة ناتجة عن برغوث القرعيات؟,7,maladies_et_ravageurs
q_007396,maladies_et_ravageurs,ما سبب وجود بقع داكنة مع مركز فاتح على أوراق الباذنجان؟,11,maladies_et_ravageurs
q_007397,maladies_et_ravageurs,هل هذا نمط تبقع ألترناريا على الباذنجان؟,7,maladies_et_ravageurs
q_007398,maladies_et_ravageurs,لماذا تظهر بقع صفراء على أوراق الفراولة ثم تتحول إلى بقع سوداء؟,12,maladies_et_ravageurs
q_007399,maladies_et_ravageurs,هل بقع الفراولة السوداء مرض تبقع أوراق؟,7,maladies_et_ravageurs
q_007400,maladies_et_ravageurs,ما سبب ظهور عفن رمادي على أوراق الخس وليس على الثمار؟,11,maladies_et_ravageurs
q_007401,maladies_et_ravageurs,هل العفن الرمادي يمكن أن يبدأ على الأوراق؟,8,maladies_et_ravageurs
q_007402,maladies_et_ravageurs,لماذا تتعفن ثمار الطماطم قرب العنق مع رائحة خفيفة؟,9,maladies_et_ravageurs
q_007403,maladies_et_ravageurs,هل تعفن العنق مرتبط ببكتيريا أم فطر؟,7,maladies_et_ravageurs
q_007404,maladies_et_ravageurs,ما سبب ظهور نقاط سوداء بارزة على قشرة الخيار؟,9,maladies_et_ravageurs
q_007405,maladies_et_ravageurs,هل النقاط السوداء البارزة دليل على جرب أو تبقع؟,9,maladies_et_ravageurs
q_007406,maladies_et_ravageurs,كيف أتعرف على جرب الخيار في المراحل الأولى؟,8,maladies_et_ravageurs
q_007407,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق الكرنب مع اصفرار حولها؟,11,maladies_et_ravageurs
q_007408,maladies_et_ravageurs,هل ذلك يدل على تبقع ألترناريا في الصليبيات؟,8,maladies_et_ravageurs
q_007409,maladies_et_ravageurs,لماذا تظهر أوراق الكرنب مثقبة مع وجود براز أخضر؟,9,maladies_et_ravageurs
q_007410,maladies_et_ravageurs,هل هذا دليل على يرقات دودة ورق الكرنب؟,8,maladies_et_ravageurs
q_007411,maladies_et_ravageurs,ما سبب وجود بثرات بيضاء صغيرة على السطح السفلي لأوراق الكرنب؟,11,maladies_et_ravageurs
q_007412,maladies_et_ravageurs,هل البثرات البيضاء تشير إلى صدأ أبيض؟,7,maladies_et_ravageurs
q_007413,maladies_et_ravageurs,كيف أتعرف على الصدأ الأبيض في الفجل والكرنب؟,8,maladies_et_ravageurs
q_007414,maladies_et_ravageurs,ما سبب ذبول نباتات الطماطم في بقع متفرقة داخل البيت البلاستيكي؟,11,maladies_et_ravageurs
q_007415,maladies_et_ravageurs,هل الذبول في بقع داخل الدفيئة يدل على مرض تربة؟,10,maladies_et_ravageurs
q_007416,maladies_et_ravageurs,كيف أميز بين مرض تربة وبين انسداد نقاطات الري؟,9,maladies_et_ravageurs
q_007417,maladies_et_ravageurs,ما سبب تعفن قاعدة ساق الخيار مع ظهور خيوط فطرية دقيقة؟,11,maladies_et_ravageurs
q_007418,maladies_et_ravageurs,هل الخيوط الفطرية علامة على فطر سكليروتينيا؟,7,maladies_et_ravageurs
q_007419,maladies_et_ravageurs,ما سبب ظهور اسكليروشيا سوداء داخل العفن على الخيار؟,9,maladies_et_ravageurs
q_007420,maladies_et_ravageurs,هل وجود اسكليروشيا يؤكد مرض العفن الأبيض؟,7,maladies_et_ravageurs
q_007421,maladies_et_ravageurs,لماذا تظهر بقع صفراء كبيرة على أوراق البصل بعد أسبوع من الرطوبة؟,12,maladies_et_ravageurs
q_007422,maladies_et_ravageurs,هل هذا نمط عفن زغبي في البصل؟,7,maladies_et_ravageurs
q_007423,maladies_et_ravageurs,ما سبب ظهور عفن أبيض على جذور البصل عند القلع؟,10,maladies_et_ravageurs
q_007424,maladies_et_ravageurs,هل العفن الأبيض في البصل يسبب رائحة نفاذة؟,8,maladies_et_ravageurs
q_007425,maladies_et_ravageurs,كيف أتعرف على عفن أبيض في البصل والثوم؟,8,maladies_et_ravageurs
q_007426,maladies_et_ravageurs,ما سبب جفاف أوراق الثوم من الأعلى مع بقع صغيرة؟,10,maladies_et_ravageurs
q_007427,maladies_et_ravageurs,هل جفاف الثوم قد يكون بسبب حلم الثوم؟,8,maladies_et_ravageurs
q_007428,maladies_et_ravageurs,كيف أتعرف على حلم الثوم في الحقل؟,7,maladies_et_ravageurs
q_007429,maladies_et_ravageurs,ما سبب ظهور خطوط فضية على أوراق الثوم الخضراء؟,9,maladies_et_ravageurs
q_007430,maladies_et_ravageurs,هل الخطوط الفضية في الثوم ناتجة عن تربس؟,8,maladies_et_ravageurs
q_007431,maladies_et_ravageurs,ما سبب ظهور بقع سوداء على قرون الفاصوليا وهي خضراء؟,10,maladies_et_ravageurs
q_007432,maladies_et_ravageurs,هل تبقع القرون سببه مرض بكتيري؟,6,maladies_et_ravageurs
q_007433,maladies_et_ravageurs,كيف أتعرف على التبقع البكتيري في القرون؟,7,maladies_et_ravageurs
q_007434,maladies_et_ravageurs,ما سبب وجود حواف مائية على بقع أوراق الفاصوليا؟,9,maladies_et_ravageurs
q_007435,maladies_et_ravageurs,هل الحواف المائية تشير إلى بكتيريا؟,6,maladies_et_ravageurs
q_007436,maladies_et_ravageurs,ما سبب اصفرار أوراق الحمص مع وجود بقع بنية صغيرة كثيرة؟,11,maladies_et_ravageurs
q_007437,maladies_et_ravageurs,هل هذا تبقع أسكوكيتا على الحمص؟,6,maladies_et_ravageurs
q_007438,maladies_et_ravageurs,ما سبب تساقط أوراق العدس مع بقع رمادية؟,8,maladies_et_ravageurs
q_007439,maladies_et_ravageurs,هل بقع العدس الرمادية تشير إلى مرض فطري؟,8,maladies_et_ravageurs
q_007440,maladies_et_ravageurs,ما سبب وجود طبقة بيضاء مسحوقية على أوراق البازلاء في نهاية الموسم؟,12,maladies_et_ravageurs
q_007441,maladies_et_ravageurs,هل البياض الدقيقي يزيد مع الجفاف والحرارة؟,7,maladies_et_ravageurs
q_007442,maladies_et_ravageurs,لماذا تظهر بقع صفراء زيتية على أوراق الخس ثم عفن من الأسفل؟,12,maladies_et_ravageurs
q_007444,maladies_et_ravageurs,ما سبب وجود خطوط بنية داخل عروق أوراق الخس؟,9,maladies_et_ravageurs
q_007445,maladies_et_ravageurs,هل تلون العروق في الخس يدل على مرض وعائي؟,9,maladies_et_ravageurs
q_007446,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق السبانخ مع نقاط سوداء؟,11,maladies_et_ravageurs
q_007447,maladies_et_ravageurs,هل نقاط السبانخ السوداء هي أجسام فطرية؟,7,maladies_et_ravageurs
q_007448,maladies_et_ravageurs,لماذا تتقزم نباتات السبانخ وتظهر عليها بقع صغيرة؟,8,maladies_et_ravageurs
q_007449,maladies_et_ravageurs,هل التقزم مرتبط بفيروس في السبانخ؟,6,maladies_et_ravageurs
q_007450,maladies_et_ravageurs,ما سبب ظهور بقع سوداء على أوراق البنجر مع اصفرار عام؟,11,maladies_et_ravageurs
q_007451,maladies_et_ravageurs,هل سركسبورا البنجر تسبب بقعا سوداء؟,6,maladies_et_ravageurs
q_007452,maladies_et_ravageurs,ما سبب تبقع أوراق الجزر مع اصفرار ثم التفاف؟,9,maladies_et_ravageurs
q_007453,maladies_et_ravageurs,هل لفحة الجزر تبدأ من الأوراق السفلية؟,7,maladies_et_ravageurs
q_007454,maladies_et_ravageurs,لماذا تظهر بقع أرجوانية على أعناق أوراق الجزر؟,8,maladies_et_ravageurs
q_007455,maladies_et_ravageurs,هل ذلك يدل على مرض فطري؟,6,maladies_et_ravageurs
q_007456,maladies_et_ravageurs,ما سبب وجود ثقوب في أوراق الجزر مع يرقة خضراء؟,10,maladies_et_ravageurs
q_007457,maladies_et_ravageurs,هل دودة أوراق الجزر تهاجم المحصول؟,6,maladies_et_ravageurs
q_007458,maladies_et_ravageurs,ما سبب وجود أنفاق في أوراق السلق على شكل خطوط متعرجة؟,11,maladies_et_ravageurs
q_007459,maladies_et_ravageurs,هل منجم الأوراق يسبب هذه الأنفاق؟,6,maladies_et_ravageurs
q_007460,maladies_et_ravageurs,كيف أتعرف على منجم أوراق السلق؟,6,maladies_et_ravageurs
q_007461,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق الكرفس مع رائحة عفن؟,11,maladies_et_ravageurs
q_007462,maladies_et_ravageurs,هل عفن الكرفس قد يكون بكتيريا؟,6,maladies_et_ravageurs
q_007463,maladies_et_ravageurs,ما سبب وجود نقاط سوداء كثيرة على أوراق الكرفس داخل البقع؟,11,maladies_et_ravageurs
q_007464,maladies_et_ravageurs,هل هذا تبقع فطري؟,4,maladies_et_ravageurs
q_007465,maladies_et_ravageurs,لماذا تظهر بقع صغيرة بنية على أوراق الطماطم ثم تتحد لتشكل مناطق كبيرة؟,13,maladies_et_ravageurs
q_007466,maladies_et_ravageurs,هل اتحاد البقع علامة على تطور مرض فطري؟,8,maladies_et_ravageurs
q_007467,maladies_et_ravageurs,ما سبب ظهور اصفرار على هيئة دوائر متداخلة في أوراق الطماطم؟,11,maladies_et_ravageurs
q_007468,maladies_et_ravageurs,هل الدوائر المتداخلة تشير إلى فيروس تبقع؟,7,maladies_et_ravageurs
q_007469,maladies_et_ravageurs,ما سبب ظهور تشوه في قمم الطماطم مع تبرقش خفيف؟,10,maladies_et_ravageurs
q_007470,maladies_et_ravageurs,هل تشوه القمم ناتج عن تربس ناقل؟,7,maladies_et_ravageurs
q_007471,maladies_et_ravageurs,ما سبب وجود بقع سوداء على سيقان الفلفل عند العقد؟,10,maladies_et_ravageurs
q_007472,maladies_et_ravageurs,هل بقع السيقان في الفلفل مرض فطري؟,7,maladies_et_ravageurs
q_007473,maladies_et_ravageurs,لماذا تظهر تقرحات طولية على ساق الطماطم بعد التقليم؟,9,maladies_et_ravageurs
q_007474,maladies_et_ravageurs,هل التقرحات قد تكون عدوى من أدوات ملوثة؟,8,maladies_et_ravageurs
q_007475,maladies_et_ravageurs,ما سبب اسوداد مكان ربط النبات بالخيط في الدفيئة؟,9,maladies_et_ravageurs
q_007476,maladies_et_ravageurs,هل الاحتكاك يفتح بابا للأمراض؟,5,maladies_et_ravageurs
q_007477,maladies_et_ravageurs,ما سبب ظهور بقع صفراء على أوراق الخيار بشكل موزاييك؟,10,maladies_et_ravageurs
q_007478,maladies_et_ravageurs,هل موزاييك الخيار فيروس شائع؟,5,maladies_et_ravageurs
q_007479,maladies_et_ravageurs,كيف أميز موزاييك الخيار عن نقص المغذيات؟,7,maladies_et_ravageurs
q_007480,maladies_et_ravageurs,ما سبب تشوه ثمار الخيار وتعرجها مع تبرقش على الأوراق؟,10,maladies_et_ravageurs
q_007481,maladies_et_ravageurs,هل تشوه الثمار مرتبط بفيروس؟,5,maladies_et_ravageurs
q_007482,maladies_et_ravageurs,ما سبب وجود بقع غائرة داكنة على ثمار الخيار قرب الطرف؟,11,maladies_et_ravageurs
q_007483,maladies_et_ravageurs,هل هذا أنثراكنوز أم تعفن؟,5,maladies_et_ravageurs
q_007484,maladies_et_ravageurs,ما سبب وجود بقع بنية على قشرة البطيخ مع تشققات؟,10,maladies_et_ravageurs
q_007485,maladies_et_ravageurs,هل التشققات في البطيخ تزيد دخول الفطريات؟,7,maladies_et_ravageurs
q_007486,maladies_et_ravageurs,ما سبب تعفن رقبة ثمرة الشمام أثناء النضج؟,8,maladies_et_ravageurs
q_007487,maladies_et_ravageurs,هل تعفن الرقبة فطري أم بكتيري؟,6,maladies_et_ravageurs
q_007488,maladies_et_ravageurs,ما سبب ظهور نمو أبيض ثم وردي على سطح الشمام؟,10,maladies_et_ravageurs
q_007489,maladies_et_ravageurs,هل هذا فطر فوزاريوم على الثمرة؟,6,maladies_et_ravageurs
q_007490,maladies_et_ravageurs,ما سبب ظهور بقع سوداء على قشرة القرع مع هالة؟,10,maladies_et_ravageurs
q_007491,maladies_et_ravageurs,هل هذا تبقع بكتيري على القرع؟,6,maladies_et_ravageurs
q_007492,maladies_et_ravageurs,ما سبب اصفرار أوراق القرع مع احتراق الحواف ثم بقع؟,10,maladies_et_ravageurs
q_007493,maladies_et_ravageurs,هل هذا مرض فطري يتداخل مع إجهاد؟,7,maladies_et_ravageurs
q_007494,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق البامية مع ثقوب لاحقا؟,11,maladies_et_ravageurs
q_007495,maladies_et_ravageurs,هل ثقوب الأوراق في البامية مرض تثقب؟,7,maladies_et_ravageurs
q_007496,maladies_et_ravageurs,ما سبب ضعف نبات البامية مع عقد على الجذور؟,9,maladies_et_ravageurs
q_007497,maladies_et_ravageurs,هل هذا دليل نيماتودا تعقد الجذور؟,6,maladies_et_ravageurs
q_007498,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق الفول السوداني بعد مطر؟,11,maladies_et_ravageurs
q_007499,maladies_et_ravageurs,هل لفحة أوراق الفول السوداني فطرية؟,6,maladies_et_ravageurs
q_007500,maladies_et_ravageurs,ما سبب وجود بثرات صدأ على الفول السوداني؟,8,maladies_et_ravageurs
q_007501,maladies_et_ravageurs,كيف أتعرف على صدأ الفول السوداني مبكرا؟,7,maladies_et_ravageurs
q_007502,maladies_et_ravageurs,ما سبب ظهور بقع بنية على أوراق الذرة مع حدود واضحة؟,11,maladies_et_ravageurs
q_007503,maladies_et_ravageurs,هل هذا تبقع أوراق في الذرة؟,6,maladies_et_ravageurs
q_007504,maladies_et_ravageurs,ما سبب وجود بقع رمادية طويلة على أوراق الذرة؟,9,maladies_et_ravageurs
q_007505,maladies_et_ravageurs,هل هذا نمط لفحة شمالية؟,5,maladies_et_ravageurs
q_007506,maladies_et_ravageurs,ما سبب اسوداد قواعد نباتات الذرة مع رائحة؟,8,maladies_et_ravageurs
q_007507,maladies_et_ravageurs,هل هذا عفن ساق بكتيري؟,5,maladies_et_ravageurs
q_007508,maladies_et_ravageurs,ما سبب وجود ثقوب في قلب الذرة مع فضلات بنية؟,10,maladies_et_ravageurs
q_007509,maladies_et_ravageurs,هل حفار الساق يهاجم الذرة بهذه الطريقة؟,7,maladies_et_ravageurs
q_007510,maladies_et_ravageurs,ما سبب وجود بقع صفراء صغيرة على أوراق القمح تتحول لبثرات؟,11,maladies_et_ravageurs
q_007511,maladies_et_ravageurs,هل بداية الصدأ تظهر كبقع صفراء؟,6,maladies_et_ravageurs
q_007512,maladies_et_ravageurs,ما سبب وجود خطوط صدأ ممتدة على أوراق القمح؟,9,maladies_et_ravageurs
q_007513,maladies_et_ravageurs,هل الصدأ المخطط ينتشر على شكل خطوط؟,7,maladies_et_ravageurs
q_007514,maladies_et_ravageurs,ما سبب ظهور بقع بنية على سنابل القمح مع حبوب خفيفة؟,11,maladies_et_ravageurs
q_007515,maladies_et_ravageurs,هل هذا مرض فوزاريوم السنابل؟,5,maladies_et_ravageurs
q_007516,maladies_et_ravageurs,ما سبب تغير لون رؤوس القمح إلى أبيض مبكر؟,9,maladies_et_ravageurs
q_007517,maladies_et_ravageurs,هل تبييض الرأس يدل على إصابة حشرية أو مرض؟,9,maladies_et_ravageurs
q_007518,maladies_et_ravageurs,ما سبب وجود حشرات صغيرة داخل سنابل القمح؟,8,maladies_et_ravageurs
q_007519,maladies_et_ravageurs,هل المن أو التربس يهاجم السنابل؟,6,maladies_et_ravageurs
q_007520,maladies_et_ravageurs,ما سبب ظهور بقع سوداء على أوراق الشعير مع شبكة؟,10,maladies_et_ravageurs
q_007521,maladies_et_ravageurs,هل التبقع الشبكي في الشعير بهذا الشكل؟,7,maladies_et_ravageurs
q_007522,maladies_et_ravageurs,ما سبب اصفرار الشعير في خطوط داخل الحقل؟,8,maladies_et_ravageurs
q_007523,maladies_et_ravageurs,هل اصفرار الخطوط يدل على فيروس ينقله من؟,8,maladies_et_ravageurs
q_007524,maladies_et_ravageurs,ما سبب وجود نمو أبيض على أوراق الشعير في الصباح؟,10,maladies_et_ravageurs
q_007525,maladies_et_ravageurs,هل البياض الدقيقي يبدأ كغشاء أبيض؟,6,maladies_et_ravageurs
q_007526,maladies_et_ravageurs,ما سبب وجود بقع بنية على أوراق الأرز مع مركز رمادي؟,11,maladies_et_ravageurs
q_007527,maladies_et_ravageurs,هل لفحة الأرز تظهر بمركز رمادي؟,6,maladies_et_ravageurs
q_007528,maladies_et_ravageurs,ما سبب اصفرار أوراق قصب السكر مع خطوط؟,8,maladies_et_ravageurs
q_007529,maladies_et_ravageurs,هل خطوط قصب السكر قد تكون فيروسية؟,7,maladies_et_ravageurs
q_007530,maladies_et_ravageurs,ما سبب وجود ثقوب على أوراق القطن مع يرقات صغيرة؟,10,maladies_et_ravageurs
q_007531,maladies_et_ravageurs,هل دودة ورق القطن تترك ثقوبا غير منتظمة؟,8,maladies_et_ravageurs
q_007532,maladies_et_ravageurs,ما سبب وجود بقع على لوز القطن مع تعفن؟,9,maladies_et_ravageurs
q_007533,maladies_et_ravageurs,هل تعفن اللوز فطري؟,4,maladies_et_ravageurs
q_007534,maladies_et_ravageurs,ما سبب وجود طبقة عسلية لزجة على القطن مع نمل؟,10,maladies_et_ravageurs
q_007535,maladies_et_ravageurs,هل المن القطني سبب الندوة العسلية؟,6,maladies_et_ravageurs
q_007536,maladies_et_ravageurs,ما سبب وجود حشرة خضراء كبيرة تمتص العصارة من الثمار؟,10,maladies_et_ravageurs
q_007537,maladies_et_ravageurs,هل البقة الخضراء تسبب تشوه الثمار؟,6,maladies_et_ravageurs
q_007538,maladies_et_ravageurs,كيف أتعرف على أضرار البقة على الطماطم؟,7,maladies_et_ravageurs
q_007539,maladies_et_ravageurs,ما سبب وجود بقع صفراء على ثمار الطماطم قرب موضع اللسعة؟,11,maladies_et_ravageurs
q_007540,maladies_et_ravageurs,هل لسعات البق تسبب بقعا صفراء؟,6,maladies_et_ravageurs
